Date,close,high,low,open,volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr
2023-01-01,16625.080078125,16630.439453125,16521.234375,16547.9140625,9244361700,8337004609.348452,9244361700,0.90184751310071,0.0,0.0,0.0,0.0,16592.251302083332,50.0,1000.0,16625.080078125,16625.080078125,16625.080078125,0.0,0.0,0.0,0.0,16592.251302083332,16701.456380208332,16483.046223958332,1.3163382851040613,0.6503079188501238,0.0,0.0,16521.234375,16630.439453125,16575.8369140625,0.656869486413423,0.950923756550355,0.0,0.0,0.0,0.0,0.0,16625.080078125,16625.080078125,16625.080078125,16625.080078125,0.0,0.0,0.0,-67.97336387557522,1.0,37047.38728334312,-690.2493793296285,-690.2493793296285,0.0,16575.8369140625,16575.8369140625,16575.8369140625,16575.8369140625,0.0,0.0,0.0,0.0,0.0,52751.32463186692,51405.1188330824,0.0,0.0,0.0,16622.37109375,16630.439453125,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,95.0923756550355,95.0923756550355,-4.907624344964498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16625.080078125,0.0,0.0,0.0
2023-01-02,16688.470703125,16759.34375,16572.228515625,16625.509765625,12097775227,11270307540.863989,21342136927,0.5280777449518604,766885532749.0469,139.12367218305562,139.12367218305562,46128230.910485506,16638.220713103103,100.0,1000.0,16656.775390625,16720.166015625,16593.384765625,0.7611392182868528,0.75,0.0,0.0,16632.799479166664,16780.959635416664,16484.639322916664,1.7815420240660906,0.6878751526975923,0.0,0.0,16521.234375,16759.34375,16640.2890625,1.429504627492402,0.7023508760417351,0.0,0.0,5.056801994305715,1.011360398861143,4.045441595444572,16656.775390625,16656.775390625,16634.832481971156,16629.77567997685,0.006377073072211638,0.0015590121222209107,0.0048180609499907275,0.0007447171013391501,2.110981661873181,37015.69197084312,-689.6588472736577,-689.954113301643,0.29526602798534896,16640.2890625,16640.2890625,16640.2890625,16640.2890625,0.0,0.0,0.0,0.0,66.66666666666967,52751.32463186692,51405.1188330824,4.0,0.0,4.0,16622.37109375,16630.439453125,0.0,0.0,100.0,0.0,0.0,0.0,100.0,39.22855862268976,70.2350876041735,82.6637316296045,-29.7649123958265,0.0,0.0,0.030408119096846136,0.006081623819369227,0.02432649527747691,2.4072476250236767,0.48144952500473537,1.9257981000189415,16652.671912923222,0.38129515588565255,0.38057006847047603,0.38129515588565255
2023-01-03,16679.857421875,16760.447265625,16622.37109375,16688.84765625,13903079207,8943982851.146145,7439057720,0.2537644489720735,640223152149.052,25.447112625902207,82.28539240447891,38952550.55120064,16657.68288521552,100.0,1000.0,16664.469401041668,16720.616498879353,16608.322303203982,0.673854012227667,0.6370330918778475,0.0,0.0,16651.05251736111,16795.85134548611,16506.25368923611,1.7392153195604478,0.5994652542665062,0.0,0.0,16521.234375,16760.447265625,16640.8408203125,1.4354665898336205,0.6631040930133821,0.0,0.0,8.273957166544278,2.4638797523977702,5.810077414146508,16664.469401041668,16664.469401041668,16641.759395802517,16633.485438635973,0.01137590183451007,0.005208170120624561,0.006167731713885508,0.0018536792094418207,3.2158724424108422,37007.99796042645,-689.5154961143966,-689.8079075725609,0.292411458164338,16640.8408203125,16640.8408203125,16640.8408203125,16640.8408203125,0.0,0.0,0.0,0.0,62.083880777692094,52751.32463186692,51405.1188330824,8.0,0.0,8.0,16622.37109375,16630.439453125,0.0,1.0,87.2350455270971,0.0,0.0,0.0,99.69850792185817,39.99307588203821,66.31040930133821,77.21262418684907,-33.68959069866179,0.0,0.0,0.049742774580038854,0.014813853971503154,0.034928920608535696,5.593966093732601,1.5039528387503087,4.090013254982292,16664.576544703483,-0.0516121662866742,-0.05162548994981364,0.3294861949090677
2023-01-04,16863.23828125,16964.5859375,16667.763671875,16680.205078125,18421743322,14785803937.241344,25860801042,0.2755103715045344,1031362004924.0486,201.02991794697604,121.86690091864462,241483965.30680144,16717.471898542793,100.0,1000.0,16714.16162109375,16893.03636288574,16535.28687930176,2.1403974168377817,0.9167068493370835,0.0,0.0,16696.255045572914,16879.059733072914,16513.450358072914,2.189768747554817,0.9567258038092862,0.0,0.0,16521.234375,16964.5859375,16742.91015625,2.6525504093515386,0.7714056635359213,0.0,0.0,25.328902768251282,7.036884355568473,18.292018412682808,16714.16162109375,16714.16162109375,16675.833070486744,16650.504167718493,0.02034622482153646,0.007620927851496124,0.012725296970040337,0.005309654123080557,4.511191818243979,36958.30574037437,-688.5896541977689,-689.5033442288629,0.9136900310940064,16742.91015625,16742.91015625,16742.91015625,16742.91015625,0.0,0.0,0.0,0.0,133.33333333333692,52751.32463186692,51405.1188330824,12.0,0.0,12.0,16622.37109375,16630.439453125,1.0,0.0,96.74925233856831,0.0,0.0,0.0,99.47043767934423,50.49147399461515,77.14056635359213,71.2286877530346,-22.859433646407865,0.0,0.0,0.1521209358774746,0.042275270352697444,0.10984566552477716,11.051655172360928,3.4134933054724326,7.638161866888495,16751.32615597129,1.0994150293785143,1.0934153962034898,1.432523645034145
2023-01-05,16836.736328125,16884.021484375,16790.283203125,16863.47265625,13692758566,14664265512.665022,12168042476,0.2177008150164109,832183883410.8883,14.360864153817625,94.99039172743787,219964679.41308546,16741.77212854457,100.0,998.4284185111428,16738.6765625,16926.32691884219,16551.02620615781,2.242116999411855,0.7612831852186366,0.0,0.0,16724.40677083333,16889.39817708333,16559.415364583332,1.9730613887930233,0.8404103275581031,0.0,0.0,16521.234375,16964.5859375,16742.91015625,2.6486655671049264,0.711629279811098,0.0,0.0,36.28827525228553,12.887162534911885,23.401112717373643,16738.6765625,16738.6765625,16700.587417815706,16664.29914256342,0.02600684429512918,0.012205089013880331,0.013801755281248848,0.00986727841230546,5.655242000293913,36933.790798968126,-688.1329034163832,-689.229256066367,1.096352649983828,16742.91015625,16742.91015625,16742.91015625,16742.91015625,0.0,0.0,0.0,0.0,85.28392902435293,52751.32463186692,51405.1188330824,12.0,0.0,12.0,16622.37109375,16630.439453125,0.0,0.0,86.69279774089374,0.0,0.0,0.0,98.38403977094478,50.38519998674173,71.1629279811098,71.53796787868005,-28.8370720188902,0.0,0.0,0.21776058471969684,0.07737233322609732,0.14038825149359951,11.583028613841458,5.047400367146238,6.53562824669522,16789.30353491751,-0.15715814888571655,-0.1572817718438202,1.2731141685055292
2023-01-06,16951.96875,16991.994140625,16716.421875,16836.47265625,14413662913,24890914270.80108,26581705389,0.30438895868309956,950574940860.0267,32.60842171633501,82.51399772521731,318613328.01016325,16767.33435470993,100.0,998.4284185111428,16774.225260416668,17007.930370903225,16540.52014993011,2.7864787417401313,0.8802730056122506,0.0,0.0,16751.47146267361,16934.893012152777,16568.04991319444,2.189915672636593,1.046547796307767,1.0,0.0,16521.234375,16991.994140625,16756.6142578125,2.8064471432602334,0.9149770359583287,0.0,0.0,53.65346654744644,21.0404233374188,32.61304321002764,16774.225260416668,16774.225260416668,16739.261468920984,16685.608002373538,0.031107293419427008,0.0165109415150551,0.014596351904371908,0.016300415207096956,6.911216326801543,36898.24210105145,-687.4705769077609,-688.9361428732659,1.465565965504993,16756.6142578125,16756.6142578125,16756.6142578125,16756.6142578125,0.0,0.0,0.0,0.0,89.83926209028185,52751.32463186692,51405.1188330824,20.0,0.0,20.0,16629.215390625,16630.439453125,0.0,0.0,91.04928535049787,0.0,0.0,0.0,97.56988438570541,59.171811858995405,91.49770359583286,79.93373264351159,-8.502296404167133,32.85152994791861,0.0,0.321555358005619,0.12620893818200166,0.19534641982361736,12.28337077104583,6.494594447926157,5.788776323119673,16861.12367757421,0.6844106816741524,0.6820792235552986,1.9662381795388484
2023-01-07,16955.078125,16975.017578125,16914.19140625,16952.1171875,7714767174,27547719265.218765,34296472563,0.30783651072614204,818205392763.1167,71.27204193563006,80.64033842695277,320028391.035316,16782.91777828667,100.0,998.611552895685,16800.061383928572,17050.731730550746,16549.3910373064,2.9841598895819743,0.8092043856808456,0.0,0.0,16779.56063988095,16945.468563988095,16613.65271577381,1.9775002178879484,1.0289605245307594,1.0,0.0,16521.234375,16991.994140625,16756.6142578125,2.8021312236117333,0.9215820502927033,0.0,0.0,66.89527919696047,30.211394509327135,36.68388468763334,16800.061383928572,16800.061383928572,16772.46403139468,16705.56875219772,0.0378266869091362,0.018521193755034342,0.01930549315410186,0.02371609138464604,7.984193346029107,36872.40597753955,-686.9892104869123,-688.6580096752153,1.668799188303069,16756.6142578125,16756.6142578125,16756.6142578125,16756.6142578125,0.0,0.0,0.0,0.0,102.00353440488166,52751.32463186692,51405.1188330824,20.0,0.0,20.0,16643.726540624997,16630.439453125,0.0,0.0,91.13363406593812,0.0,0.0,0.0,96.93405583850104,59.59328236469374,92.15820502927033,84.93961220207099,-7.841794970729663,59.39949776785943,0.0,0.40043700510442054,0.18105455156648545,0.2193824535379351,8.219204698282507,6.839516497997428,1.379688200285079,16901.74501632494,0.018342264818071996,0.018340582830411734,1.9849410969707604
2023-01-08,17091.14453125,17091.14453125,16924.05078125,16954.146484375,9768827914,37316547179.218765,44065300477,0.37595893683655757,891205952015.9092,107.74848426271868,84.51293068920504,398424332.2237407,16807.771555259817,100.0,998.611552895685,16836.44677734375,17139.84467079818,16533.04888388932,3.6040608504485747,0.9197421264305954,0.0,0.0,16811.54638671875,16977.6025390625,16645.490234375,1.9755012242649566,1.3418783061781976,1.0,0.0,16521.234375,17091.14453125,16806.189453125,3.3849788128508758,1.0,0.0,0.0,87.3618795867842,41.64149152481855,45.72038806196565,16836.44677734375,16836.44677734375,16821.49180060319,16734.129921016407,0.04227366111456755,0.01976882017879316,0.022504840935774387,0.0330195431089478,9.059610378413014,36836.02058412437,-686.3112950639052,-688.3646703488016,2.053375284896447,16806.189453125,16806.189453125,16806.189453125,16806.189453125,0.0,0.0,0.0,0.0,124.00624744427036,52751.32463186692,51405.1188330824,28.000000000000004,0.0,28.000000000000004,16657.657244624996,16630.439453125,0.0,0.0,93.8602933710102,0.0,0.0,0.0,96.50628739322747,67.98588890769445,100.0,94.55196954170106,-0.0,92.85126953124927,0.0,0.5220580932449098,0.24925525990217032,0.27280283334273947,6.297718013627608,6.731156801123465,-0.43343878749585674,16985.473674447163,0.8025112314249405,0.7993082349020852,2.803381703636054
2023-01-09,17196.5546875,17389.95703125,17093.9921875,17093.9921875,18624736866,31600097328.771606,62690037343,0.2680661533865473,1044353162179.3787,372.44734682331966,120.50473270596936,513292966.0692128,16873.9814822018,100.0,998.611552895685,16876.45876736111,17241.223310201756,16511.694224520463,4.322761639380146,0.9387706075350771,0.0,0.0,16857.689525462964,17038.17997685185,16677.199074074073,2.141342692499634,1.4387343192657656,1.0,0.0,16521.234375,17389.95703125,16955.595703125,5.147541129482095,0.7773715899331364,0.0,0.0,110.81017578010142,55.47522837587512,55.3349474042263,16876.45876736111,16876.45876736111,16879.1937832027,16768.3836074226,0.05399547850530189,0.019689700175318053,0.03430577832998384,0.04435495930022042,10.267007958711176,36796.008594107014,-685.5658106100625,-688.0536859333862,2.487875323323692,16955.595703125,16955.595703125,16955.595703125,16955.595703125,0.0,0.0,0.0,0.0,166.17833761591848,52751.32463186692,51405.1188330824,32.0,0.0,32.0,16683.666481822496,16630.439453125,0.0,0.0,95.11390579326132,0.0,0.0,0.0,96.23776293812344,61.82774198390249,77.73715899331364,89.96512134086133,-22.26284100668636,128.8025173611095,0.0,0.6608280104651877,0.3315698100147738,0.3292582004504139,10.724013786677462,7.529728198234265,3.194285588443197,17076.843120489302,0.6167530562816603,0.6148589187306541,3.4374247022541438
2023-01-10,17446.29296875,17484.720703125,17162.990234375,17192.94921875,15808338949,43632115978.3462,78498376292,0.32636770932827347,1459152338802.4233,166.64348704414653,125.63126096576681,742870778.0370011,16932.0032885397,100.0,1013.113965581747,16933.4421875,17419.90269020138,16446.981684798622,5.745559553868806,1.0271247906069167,1.0,0.0,16908.387369791664,17103.001822916667,16713.772916666665,2.3019871602030726,1.8819775209933574,1.0,0.0,16521.234375,17484.720703125,17002.9775390625,5.68984331393785,0.9601159526053861,194.89921875,0.0,147.84069607936544,73.94832191657318,73.89237416279227,16933.4421875,16933.4421875,16966.439811748438,16818.599115669072,0.06357092752144375,0.025348234367696613,0.038222693153747135,0.05939888962530242,11.557594035439706,36739.025173968126,-684.5041225055242,-687.4153240640413,2.9112015585171775,17028.474609375,17002.9775390625,17015.72607421875,17002.9775390625,0.0,0.0,0.0,0.0,161.54463005003552,52751.32463186692,51405.1188330824,36.0,0.0,36.0,16740.169725776697,16630.439453125,0.0,0.0,96.78748982564942,0.0,0.0,0.0,96.18634272062612,67.966822535916,96.01159526053861,91.24958475128409,-3.988404739461388,178.58808593749927,0.0,0.8790309767335464,0.44106204335852833,0.437968933375018,11.967062207507603,8.417195000088933,3.5498672074186697,17234.63326369351,1.4522576515372032,1.4418133870886862,4.939602617045669
